3	17	19	46	47	0	9	10	S
1	21	33	37	38	0	4	8	S
8	10	15	16	31	0	8	9	S
18	20	23	42	48	0	2	9	S
5	19	34	35	41	0	1	5	S
4	12	35	42	48	0	5	8	S
19	26	32	33	42	0	4	10	S
18	20	25	26	37	0	10	11	S
1	2	11	27	29	0	1	10	S
2	20	27	33	45	0	6	10	S
3	27	31	38	44	0	3	8	S
13	20	24	29	45	0	3	7	S
1	6	13	22	28	0	5	10	S
5	19	31	43	50	0	2	6	S
12	13	17	22	43	0	3	10	S
6	8	27	37	41	0	7	10	S
1	22	23	24	31	0	6	11	S
6	24	35	49	50	0	1	7	S
1	2	18	31	36	0	7	10	S
6	13	15	29	32	0	2	9	S
2	7	10	23	43	0	4	7	S
19	23	27	42	44	0	3	5	S
13	25	26	40	50	0	8	9	S
14	15	19	36	45	0	1	10	S
3	13	15	29	42	0	1	4	S
14	29	37	40	48	0	2	11	S
20	28	35	42	43	0	8	10	S
6	12	13	35	38	0	2	3	S
7	19	29	30	33	0	3	8	S
9	10	30	32	37	0	2	6	S
2	3	10	31	38	0	6	10	S
29	33	39	41	44	0	9	11	S
5	25	36	46	47	0	2	6	S
18	27	39	43	47	0	4	7	S
6	12	17	23	43	0	5	9	S
23	24	26	33	42	0	3	5	S
6	20	24	35	50	0	5	10	S
19	23	25	44	48	0	8	9	S
11	15	38	41	43	0	2	6	S
10	20	26	28	43	0	9	11	S
5	11	35	38	45	0	2	3	S
13	17	21	42	44	0	9	11	S
4	6	14	27	33	0	5	10	S
7	11	14	28	30	0	2	10	S
11	23	25	32	37	0	4	7	S
5	9	16	18	42	0	7	9	S
2	17	25	36	45	0	5	9	S
7	30	38	40	43	0	2	6	S
1	6	26	30	37	0	5	8	S
5	11	42	49	50	0	8	11	S
20	24	27	37	39	0	5	10	S
5	17	20	47	50	0	1	4	S
4	7	9	23	24	0	8	9	S
16	17	31	47	49	0	3	11	S
21	36	37	42	48	0	4	7	S
3	4	11	14	43	0	1	6	S
12	23	29	38	49	0	3	4	S
14	15	16	19	44	0	4	5	S
13	16	24	26	35	0	2	5	S
19	23	34	47	50	0	4	6	S
18	26	32	33	42	0	2	3	S
16	18	31	38	49	0	4	10	S
